"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","PHARMAEXP","TOT","USD_CAP","A","2006",483.001,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2007",451.889,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2008",476.311,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2009",491.382,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2010",554.66,"B"
"HUN","PHARMAEXP","TOT","USD_CAP","A","2011",614.46,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2012",575.517,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2013",551.813,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2014",561.219,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2015",563.595,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2016",589.38,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2017",554.629,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2018",566.105,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2019",590.04,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1970",28.395,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1971",38.345,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1972",43.35,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1973",42.74,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1974",46.551,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1975",58.195,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1976",56.519,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1977",65.663,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1978",80.803,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1979",92.7,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1980",119.847,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","1981",127.923,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1982",148.784,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1983",178.975,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1984",164.017,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1985",181.92,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1986",205.741,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1987",225.628,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1988",234.335,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1989",238.656,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1990",219.887,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1991",212.075,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1992",221.415,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1993",216.662,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1994",234.705,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1995",249.387,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1996",269.06,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1997",312.433,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1998",338.262,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1999",370.925,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2000",395.515,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2001",397.04,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2002",442.088,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2003",484.345,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2004",509.453,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2005",482.896,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2006",492.425,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2007",493.738,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2008",537.297,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2009",555.643,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2010",531.597,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2011",517.482,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2012",509.653,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2013",486.276,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2014",466.889,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2015",472.047,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2016",455.664,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2017",450.201,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2018",468.652,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2019",500.494,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2020",558.528,"P"
"IRL","PHARMAEXP","TOT","USD_CAP","A","1975",37.145,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1976",38.842,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1977",41.348,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1978",48.546,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1979",52.028,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1980",55.584,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1981",51.678,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1982",54.405,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1983",54.809,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1984",59.448,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1985",63.834,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1986",68.406,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1987",73.73,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1988",79.685,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1989",90.957,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1990",95.944,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1991",100.573,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1992",109.164,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1993",118.635,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1994",125.728,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1995",135.951,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1996",152.588,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1997",161.653,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1998",184.301,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1999",209.316,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2000",259.28,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2001",307.974,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2002",357.489,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2003",389.009,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2004",439.037,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2005",478.631,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2006",527.242,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2007",553.197,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2008",581.225,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2009",584.508,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2010",600.441,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2011",599.581,"B"
"IRL","PHARMAEXP","TOT","USD_CAP","A","2012",627.852,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2013",582.303,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2014",555.2,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2015",560.482,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2016",591.262,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2017",602.378,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2018",609.121,
"IRL","PHARMAEXP","TOT","USD_CAP","A","2019",604.746,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1988",242.521,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1989",261.102,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1990",272.616,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1991",289.854,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1992",300.965,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1993",284.139,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1994",283.839,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1995",285.714,"B"
"ITA","PHARMAEXP","TOT","USD_CAP","A","1996",304.985,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1997",333.052,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1998",358.305,
"ITA","PHARMAEXP","TOT","USD_CAP","A","1999",381.619,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2000",429.425,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2001",471.464,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2002",501.305,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2003",489.233,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2004",514.552,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2005",510.092,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2006",535.367,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2007",538.884,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2008",562.602,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2009",558.059,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2010",582.377,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2011",574.551,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2012",510.916,"B"
"ITA","PHARMAEXP","TOT","USD_CAP","A","2013",519.224,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2014",516.479,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2015",551.703,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2016",577.766,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2017",594.489,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2018",631.721,
"ITA","PHARMAEXP","TOT","USD_CAP","A","2019",658.911,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1980",112.896,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1984",144.604,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1985",146.536,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1986",161.83,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1987",185.125,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1988",199.213,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1989",227.077,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1990",232.402,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1991",265.738,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1992",274.829,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1993",295.371,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1994",297.942,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1995",296.304,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1996",301.366,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1997",297.607,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1998",281.556,
"JPN","PHARMAEXP","TOT","USD_CAP","A","1999",302.756,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2000",340.659,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2001",366.395,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2002",384.942,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2003",428.968,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2004",448.731,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2005",489.158,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2006",506.504,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2007",536.992,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2008",557.041,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2009",624.098,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2010",648.898,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2011",707.419,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2012",749.96,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2013",812.268,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2014",813.859,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2015",891.136,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2016",797.703,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2017",806.324,
"JPN","PHARMAEXP","TOT","USD_CAP","A","2018",811.275,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1970",4.062,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1971",3.706,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1972",3.835,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1973",3.936,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1974",3.908,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1975",6.645,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1976",8.14,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1977",8.727,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1978",11.354,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1979",17.281,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1980",19.675,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1981",23.595,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1982",26.401,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1983",30.063,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1984",32.193,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1985",36.052,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1986",40.027,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1987",45.159,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1988",53.892,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1989",69.218,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1990",76.96,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1991",82.109,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1992",88.7,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1993",96.424,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1994",104.081,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1995",117.737,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1996",132.595,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1997",137.819,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1998",129.946,
"KOR","PHARMAEXP","TOT","USD_CAP","A","1999",148.675,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2000",177.339,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2001",221.074,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2002",236.499,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2003",268.335,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2004",285.681,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2005",307.442,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2006",350.414,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2007",380.785,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2008",398.134,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2009",426.765,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2010",463.481,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2011",475.841,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2012",483.09,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2013",471.788,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2014",478.42,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2015",517.207,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2016",553.111,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2017",570.4,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2018",615.872,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2019",660.751,
"KOR","PHARMAEXP","TOT","USD_CAP","A","2020",674.601,"P"
"LUX","PHARMAEXP","TOT","USD_CAP","A","1995",252.135,
"LUX","PHARMAEXP","TOT","USD_CAP","A","1996",255.309,
"LUX","PHARMAEXP","TOT","USD_CAP","A","1997",286.836,
"LUX","PHARMAEXP","TOT","USD_CAP","A","1998",298.717,
"LUX","PHARMAEXP","TOT","USD_CAP","A","1999",338.318,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2000",376.318,"B"
"LUX","PHARMAEXP","TOT","USD_CAP","A","2001",406.861,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2002",462.209,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2003",483.628,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2004",497.202,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2005",498.272,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2006",525.208,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2007",542.602,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2008",555.407,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2009",564.017,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2010",544.098,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2011",428.821,"B"
"LUX","PHARMAEXP","TOT","USD_CAP","A","2012",554.228,"B"
"LUX","PHARMAEXP","TOT","USD_CAP","A","2013",565.568,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2014",550.604,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2015",548.098,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2016",564.384,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2017",570.386,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2018",588.742,
"LUX","PHARMAEXP","TOT","USD_CAP","A","2019",574.109,
"MEX","PHARMAEXP","TOT","USD_CAP","A","1999",90.205,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2000",103.13,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2001",112.854,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2002",129.947,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2003",247.136,"B"
"MEX","PHARMAEXP","TOT","USD_CAP","A","2004",269.017,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2005",274.714,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2006",285.351,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2007",295.162,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2008",298.247,"B"
"MEX","PHARMAEXP","TOT","USD_CAP","A","2009",296.342,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2010",227.814,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2011",206.052,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2012",227.68,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2013",226.219,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2014",227.957,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2015",240.501,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2016",250.617,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2017",252.536,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2018",253.033,
"MEX","PHARMAEXP","TOT","USD_CAP","A","2019",250.961,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1972",36.027,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1973",38.153,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1974",41.106,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1975",44.741,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1976",46.802,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1977",49.649,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1978",54.1,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1979",58.208,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1980",63.051,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1981",67.611,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1982",74.793,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1983",77.405,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1984",86.877,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1985",93.648,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1986",103.08,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1987",112.891,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1988",119.871,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1989",126.426,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1990",142.137,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1991",152.018,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1992",174.35,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1993",189.765,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1994",192.484,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1995",203.421,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1996",211.649,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1997",216.354,
"NLD","PHARMAEXP","TOT","USD_CAP","A","1998",257.865,"B"
"NLD","PHARMAEXP","TOT","USD_CAP","A","1999",283.484,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2000",318.211,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2001",339.82,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2002",376.736,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2003",376.312,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2004",390.237,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2005",399.559,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2006",408.304,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2007",443.943,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2008",436.712,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2009",426.748,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2010",423.683,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2011",426.658,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2012",390.869,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2013",377.545,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2014",370.986,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2015",380.966,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2016",392.751,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2017",398.395,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2018",408.198,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2019",418.986,
"NLD","PHARMAEXP","TOT","USD_CAP","A","2020",433.689,"P"
"NZL","PHARMAEXP","TOT","USD_CAP","A","1971",25.955,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1976",43.179,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1980",59.35,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1981",61.05,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1982",68.055,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1983",75.837,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1984",80.077,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1985",80.617,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1986",96.543,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1987",112.805,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1988",125.715,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1989",136.436,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1990",140.608,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1991",150.392,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1992",159.462,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1993",174.04,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1994",197.04,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1995",192.972,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1996",195.016,
"NZL","PHARMAEXP","TOT","USD_CAP","A","1997",203.689,
"NZL","PHARMAEXP","TOT","USD_CAP","A","2004",223.605,
"NZL","PHARMAEXP","TOT","USD_CAP","A","2005",234.745,
"NZL","PHARMAEXP","TOT","USD_CAP","A","2006",275.672,
"NZL","PHARMAEXP","TOT","USD_CAP","A","2007",263.887,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1970",13.188,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1971",14.218,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1972",14.893,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1973",16.731,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1974",19.737,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1975",23.241,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1976",25.335,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1977",26.776,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1978",27.865,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1979",30.364,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1980",66.94,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1981",73.372,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1982",80.036,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1983",86.471,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1984",91.712,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1985",96.708,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1986",101.38,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1987",106.949,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1988",83.374,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1989",90.612,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1990",104.091,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1991",115.368,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1992",122.844,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1993",161.921,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1994",154.79,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1995",168.115,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1996",186.019,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1997",211.587,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1998",226.976,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1999",241.838,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2000",285.175,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2001",293.509,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","2002",340.847,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2003",340.488,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2004",367.783,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2005",361.461,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2006",365.882,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2007",369.716,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2008",366.042,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2009",356.287,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2010",365.752,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2011",397.13,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2012",402.861,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2013",416.313,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2014",427.47,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2015",439.571,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2016",446.702,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2017",476.049,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2018",477.65,
